"species"	"LON"	"LAT"	"ADM0_A3"	"climate"	"bioc1"	"bioc2"	"bioc3"	"bioc4"	"bioc5"	"bioc6"	"bioc7"	"bioc8"	"bioc9"	"bioc10"	"bioc11"	"bioc12"	"bioc13"	"bioc14"	"bioc15"	"bioc16"	"bioc17"	"bioc18"	"bioc19"
"Cucurbita_cordata"	-116.025	31.641667	"MEX"	"future"	16.5	16.6	55	532.9	33.5	3.4	30.1	10.8	16.5	23.6	10.7	293	52	1	63.2	135	18	68	130
"Cucurbita_cordata"	-116.44858	32.53875	"MEX"	"future"	17.6	15.3	49.9	592.3	35.1	4.5	30.6	11.5	21.8	25.6	11.2	350	61	2	74.5	183	21	39	167
"Cucurbita_digitata"	-112.04612	34.15749	"USA"	"future"	20.7	17	47.2	758	40.1	4	36.1	31.2	22.7	30.2	12.1	456	65	7	47.2	164	33	164	139
"Cucurbita_digitata"	-111.874898	33.754198	"USA"	"future"	22.3	16.8	46.1	777.5	41.5	5.1	36.4	14.1	24.6	31.9	13.3	399	49	6	45.7	137	28	127	132
"Cucurbita_digitata"	-111.21646	32.3363	"USA"	"future"	23.4	17	46.6	775.1	41.7	5.3	36.4	33.1	26.6	32.8	14.1	279	51	5	60.4	128	16	99	69
"Cucurbita_digitata"	-111.05143	31.56698	"USA"	"future"	20.5	18.1	51.9	669.3	38.1	3.2	34.9	28.9	22.9	28.8	12.5	424	96	5	81.7	238	23	194	85
"Cucurbita_digitata"	-110.9229	32.56842	"USA"	"future"	21.5	15.5	45.5	751.7	38.8	4.8	34	30.8	24.6	30.7	12.6	418	67	7	52.9	172	27	134	116
"Cucurbita_digitata"	-110.85186	32.60843	"USA"	"future"	20.6	15.2	45.1	745.5	37.9	4.2	33.7	29.8	23.7	29.7	11.7	479	74	7	51.4	191	31	148	135
"Cucurbita_digitata"	-110.802397	32.299008	"USA"	"future"	22.5	14.7	45.2	723.6	38.9	6.3	32.6	31.4	25.3	31.3	13.9	350	62	6	59.7	160	22	126	87
"Cucurbita_digitata"	-110.79334	32.29108	"USA"	"future"	23	15.4	45.3	751.3	40	6.1	33.9	32.4	26.1	32.3	14.1	311	57	5	61.3	144	19	115	77
"Cucurbita_digitata"	-110.74407	32.28527	"USA"	"future"	22.5	15.8	46.7	731.7	39.5	5.6	33.9	31.7	25.5	31.5	13.8	329	60	6	62.4	155	21	124	79
"Cucurbita_digitata"	-110.73991	32.28579	"USA"	"future"	22.5	15.8	46.7	731.7	39.5	5.6	33.9	31.7	25.5	31.5	13.8	329	60	6	62.4	155	21	124	79
"Cucurbita_digitata"	-110.69144	31.99281	"USA"	"future"	21.2	16.8	48.6	717.5	38.8	4.1	34.7	30.1	24.1	30	12.6	387	80	5	76	207	23	170	82
"Cucurbita_digitata"	-110.23419	31.89392	"USA"	"future"	19.9	18.9	51.2	713.1	38.1	1.2	36.9	28.8	23	28.7	11.4	329	79	4	91.5	199	21	168	56
"Cucurbita_digitata"	-109.93988	32.09121	"USA"	"future"	19.1	18.5	50.2	728.3	37.4	0.5	36.9	28.1	22.4	28.1	10.4	332	73	6	78.2	181	22	151	68
"Cucurbita_digitata"	-109.691541	32.630812	"USA"	"future"	19.8	18.6	48	785.8	39.5	0.8	38.7	29.7	23.2	29.5	10.4	294	54	6	61	137	21	110	73
"Cucurbita_digitata"	-109.474	32.76925	"USA"	"future"	20.5	19.3	48.5	803.1	40.7	0.8	39.9	30.8	23.8	30.4	10.9	279	50	5	61.1	131	20	104	68
"Cucurbita_digitata"	-108.7243	32.39514	"USA"	"future"	18.1	20.1	50	782.6	38.1	-2.1	40.2	28	21.7	27.9	8.8	300	55	6	64.7	148	25	122	65
"Cucurbita_digitata"	-108.67596	32.42311	"USA"	"future"	17.8	20	50.2	775.4	37.7	-2.2	39.9	27.6	21.3	27.5	8.6	314	58	6	66.2	157	25	129	67
"Cucurbita_digitata"	-108.05022	32.23387	"USA"	"future"	18.4	18.7	48.5	782.3	37.5	-1	38.5	27.9	17.5	28.1	9	266	53	4	71.5	138	18	119	53
"Cucurbita_digitata"	-108.04025	32.2351	"USA"	"future"	18.4	18.8	48.6	783.1	37.6	-1.1	38.7	28	17.6	28.1	9	260	52	4	73	137	17	117	52
"Cucurbita_digitata"	-105.025	27.525	"MEX"	"future"	22	17.8	51.5	610.2	38.5	4	34.5	28.3	19.1	29.1	14.3	333	74	4	98.7	209	15	186	22
"Cucurbita_digitata"	-105.025	27.525	"MEX"	"future"	22	17.8	51.5	610.2	38.5	4	34.5	28.3	19.1	29.1	14.3	333	74	4	98.7	209	15	186	22
"Cucurbita_digitata"	-107.625	30.125	"MEX"	"future"	19.4	18.6	51.9	654.8	36.8	1	35.8	26.7	19.2	27.3	11.2	295	75	4	100.4	194	16	165	33
"Cucurbita_digitata"	-107.625	30.125	"MEX"	"future"	19.4	18.6	51.9	654.8	36.8	1	35.8	26.7	19.2	27.3	11.2	295	75	4	100.4	194	16	165	33
"Cucurbita_digitata"	-107.640023	31.8276	"USA"	"future"	20	17.7	47.2	774.3	38.4	1	37.4	29.1	19.5	29.5	10.6	224	51	4	81	128	16	105	37
"Cucurbita_digitata"	-107.658333	30.191667	"MEX"	"future"	19.3	18.5	51.2	671.8	36.8	0.7	36.1	26.8	19.2	27.4	10.9	288	72	4	98.6	187	16	160	33
"Cucurbita_digitata"	-107.658333	30.191667	"MEX"	"future"	19.3	18.5	51.2	671.8	36.8	0.7	36.1	26.8	19.2	27.4	10.9	288	72	4	98.6	187	16	160	33
"Cucurbita_digitata"	-107.6620956	30.1610886	"MEX"	"future"	19.4	18.6	51.6	662	36.8	0.8	36	26.7	19.2	27.3	11	292	73	4	99.7	191	16	163	33
"Cucurbita_digitata"	-107.667145	31.917579	"USA"	"future"	19.7	16.8	46.3	767.1	37.7	1.4	36.3	28.6	19.2	29.1	10.4	228	52	4	80.3	129	15	107	40
"Cucurbita_digitata"	-107.675	31.875	"USA"	"future"	19.7	17.3	47.2	759.6	37.8	1.2	36.6	28.6	19.1	29	10.5	234	54	4	81.6	134	16	111	40
"Cucurbita_digitata"	-107.741667	30.241667	"MEX"	"future"	19.1	17.8	50.4	672.4	36.2	0.9	35.3	26.6	18.8	27.1	10.6	287	72	4	99.9	188	15	161	33
"Cucurbita_digitata"	-107.741667	30.241667	"MEX"	"future"	19.1	17.8	50.4	672.4	36.2	0.9	35.3	26.6	18.8	27.1	10.6	287	72	4	99.9	188	15	161	33
"Cucurbita_digitata"	-107.741667	30.241667	"MEX"	"future"	19.1	17.8	50.4	672.4	36.2	0.9	35.3	26.6	18.8	27.1	10.6	287	72	4	99.9	188	15	161	33
"Cucurbita_digitata"	-107.788133	30.283886	"MEX"	"future"	18.7	17.2	50	664.4	35.6	1.1	34.5	26.1	18.3	26.6	10.3	289	72	4	98.6	188	15	161	34
"Cucurbita_digitata"	-107.808333	30.291667	"MEX"	"future"	18.6	17.6	50.2	671.7	35.8	0.8	35	26.1	18.2	26.7	10.1	289	72	5	96.3	185	16	159	36
"Cucurbita_digitata"	-107.808333	30.291667	"MEX"	"future"	18.6	17.6	50.2	671.7	35.8	0.8	35	26.1	18.2	26.7	10.1	289	72	5	96.3	185	16	159	36
"Cucurbita_digitata"	-107.808333	30.291667	"MEX"	"future"	18.6	17.6	50.2	671.7	35.8	0.8	35	26.1	18.2	26.7	10.1	289	72	5	96.3	185	16	159	36
"Cucurbita_digitata"	-107.866667	30.383333	"MEX"	"future"	18.8	17.6	50.1	678.5	36	0.9	35.1	26.6	18.4	27	10.3	286	71	5	94.4	181	17	154	37
"Cucurbita_digitata"	-107.95	30.35	"MEX"	"future"	18.8	18	50.9	667	36.2	0.8	35.4	26.4	18.4	27	10.5	293	73	5	94.1	184	17	158	38
"Cucurbita_digitata"	-107.962394	30.371122	"MEX"	"future"	18.5	17.6	50.5	662.3	35.7	0.8	34.9	26.1	18.1	26.6	10.2	300	75	5	93.9	188	17	162	40
"Cucurbita_digitata"	-107.975	30.208333	"MEX"	"future"	17.8	17	50.4	641.2	34.5	0.7	33.8	25	17.3	25.5	9.7	321	78	6	93.9	202	19	175	41
"Cucurbita_digitata"	-107.975	30.208333	"MEX"	"future"	17.8	17	50.4	641.2	34.5	0.7	33.8	25	17.3	25.5	9.7	321	78	6	93.9	202	19	175	41
"Cucurbita_digitata"	-108.0295715	30.5589829	"MEX"	"future"	19.1	18	50.4	686.5	36.7	1	35.7	27	18.6	27.5	10.5	305	72	6	86.8	183	21	153	42
"Cucurbita_digitata"	-108.04025	32.2351	"USA"	"future"	18.4	18.8	48.6	783.1	37.6	-1.1	38.7	28	17.6	28.1	9	260	52	4	73	137	17	117	52
"Cucurbita_digitata"	-108.05022	32.23387	"USA"	"future"	18.4	18.7	48.5	782.3	37.5	-1	38.5	27.9	17.5	28.1	9	266	53	4	71.5	138	18	119	53
"Cucurbita_digitata"	-108.068056	31.001111	"MEX"	"future"	19.5	17.8	49.2	714.5	37.5	1.2	36.3	27.8	18.9	28.3	10.8	286	66	4	85	170	17	138	41
"Cucurbita_digitata"	-108.293333	30.678333	"MEX"	"future"	18.6	17.7	49.9	691.1	36.4	0.9	35.5	26.5	17.9	27.1	10	365	80	6	79.3	205	28	173	54
"Cucurbita_digitata"	-108.338823	30.95881	"MEX"	"future"	19	17.9	49.7	717.2	37	0.9	36.1	27.5	18.3	27.9	10.3	329	73	5	79.9	187	24	156	50
"Cucurbita_digitata"	-108.38	30.735	"MEX"	"future"	18.6	17.5	50	686.3	36.3	1.2	35.1	26.7	17.8	27.1	10.2	382	82	6	76.8	210	31	178	58
"Cucurbita_digitata"	-108.421667	30.906667	"MEX"	"future"	18.9	18.1	50	711.7	36.9	0.8	36.1	27.3	18.1	27.7	10.2	348	77	5	78.9	195	26	165	55
"Cucurbita_digitata"	-108.427538	31.440663	"USA"	"future"	18.7	17.8	48.9	730.2	36.7	0.3	36.4	27.4	17.8	27.7	9.9	308	67	4	76	170	23	141	55
"Cucurbita_digitata"	-108.45	30.81	"MEX"	"future"	18.8	17.9	50	702.1	36.8	1	35.8	27.1	18	27.5	10.2	367	80	5	78.1	204	28	172	57
"Cucurbita_digitata"	-108.475	31.625	"USA"	"future"	18.9	18.5	49.4	748.7	37.4	-0.1	37.5	27.9	18.1	28.1	9.9	284	61	4	75.3	155	20	128	54
"Cucurbita_digitata"	-108.4811472	32.7806866	"USA"	"future"	16	19.3	50.3	740.4	35.5	-2.9	38.4	25.4	19.2	25.3	7.3	360	69	6	69.8	187	29	153	75
"Cucurbita_digitata"	-108.51	30.836667	"MEX"	"future"	18.7	18.2	50.4	705.6	36.7	0.7	36	27.1	17.8	27.5	10.1	368	80	5	77	203	28	172	60
"Cucurbita_digitata"	-108.53115	31.333998	"USA"	"future"	18.8	18.4	49.3	736	37.3	0	37.3	27.5	18.1	28	9.9	311	69	4	77.9	174	22	144	55
"Cucurbita_digitata"	-108.558097	31.417885	"USA"	"future"	18.8	18.3	49.5	733.5	37.1	0.1	37	27.6	17.9	28	10	308	68	4	77	171	22	142	56
"Cucurbita_digitata"	-108.57672	32.965903	"USA"	"future"	16.9	20.8	51.5	752.6	37.2	-3.2	40.4	26.5	20.1	26.3	8	346	66	6	68.3	179	28	142	72
"Cucurbita_digitata"	-108.6745	32.444	"USA"	"future"	17.8	20	50.2	775.4	37.7	-2.2	39.9	27.6	21.3	27.5	8.6	314	58	6	66.2	157	25	129	67
"Cucurbita_digitata"	-108.67596	32.42311	"USA"	"future"	17.8	20	50.2	775.4	37.7	-2.2	39.9	27.6	21.3	27.5	8.6	314	58	6	66.2	157	25	129	67
"Cucurbita_digitata"	-108.708889	32.349722	"USA"	"future"	18.3	19.8	49.8	781.6	38.2	-1.6	39.8	28.1	21.9	28.1	9	297	55	5	66	147	24	122	65
"Cucurbita_digitata"	-108.7243	32.39514	"USA"	"future"	18.1	20.1	50	782.6	38.1	-2.1	40.2	28	21.7	27.9	8.8	300	55	6	64.7	148	25	122	65
"Cucurbita_digitata"	-108.75	30.833333	"MEX"	"future"	18.8	18.3	51.3	688.6	36.9	1.3	35.6	26.9	17.8	27.4	10.5	402	88	5	75.6	218	32	187	72
"Cucurbita_digitata"	-109.03117	31.835372	"USA"	"future"	19	19	50.2	739.3	37.8	0	37.8	28	22.4	28.1	10.1	292	61	4	77.8	160	17	127	61
"Cucurbita_digitata"	-109.198611	29.770833	"MEX"	"future"	21.9	17.5	52.3	612.4	38.8	5.3	33.5	28.4	21.2	29.2	14.3	603	145	7	88.5	345	37	313	121
"Cucurbita_digitata"	-109.2	30.816667	"MEX"	"future"	21.8	18.7	52.3	678	40	4.2	35.8	29.9	20.9	30	13.5	329	76	4	80.3	183	24	159	66
"Cucurbita_digitata"	-109.210556	30.8775	"MEX"	"future"	22	19.4	53.1	680.2	40.5	3.9	36.6	30.2	21.2	30.3	13.8	307	71	4	80	171	22	148	63
"Cucurbita_digitata"	-109.223611	30.826939	"MEX"	"future"	22.3	19.2	53	675.4	40.7	4.5	36.2	30.2	21.5	30.4	14.1	316	71	4	79.1	174	22	151	67
"Cucurbita_digitata"	-109.301111	29.882778	"MEX"	"future"	24.5	18.7	52.4	668.1	42.2	6.5	35.7	31.8	23.7	32.4	16.1	418	111	5	98.3	260	22	233	76
"Cucurbita_digitata"	-109.35	30.666667	"MEX"	"future"	22.9	18.6	52.3	666.4	41	5.5	35.5	30.6	22.1	31	14.7	334	81	4	86.3	194	21	169	66
"Cucurbita_digitata"	-109.385556	28.065278	"MEX"	"future"	24.9	18.3	55.3	533.6	41.2	8.2	33	30.5	24.2	31.3	18.3	631	178	3	113.1	441	16	372	85
"Cucurbita_digitata"	-109.429787	31.752872	"USA"	"future"	17.8	18.2	52.6	657.2	35.1	0.5	34.6	25.7	20.6	25.8	9.9	461	101	7	74.1	243	36	207	95
"Cucurbita_digitata"	-109.474	32.76925	"USA"	"future"	20.5	19.3	48.5	803.1	40.7	0.8	39.9	30.8	23.8	30.4	10.9	279	50	5	61.1	131	20	104	68
"Cucurbita_digitata"	-109.571389	30.931111	"MEX"	"future"	20.5	18.8	51.6	686.5	38.7	2.3	36.4	28.8	19.8	28.9	12.2	346	90	4	94	210	25	186	60
"Cucurbita_digitata"	-109.62282	27.018525	"MEX"	"future"	24.8	16.9	55.8	566.9	38.9	8.6	30.3	31.7	22.6	31.6	18	369	110	1	114.2	259	7	259	45
"Cucurbita_digitata"	-109.632856	32.801733	"USA"	"future"	20.4	18.8	48.7	781.4	39.6	1	38.6	30.2	24.2	30	11	250	44	4	58.1	113	18	89	62
"Cucurbita_digitata"	-109.691541	32.630812	"USA"	"future"	19.8	18.6	48	785.8	39.5	0.8	38.7	29.7	23.2	29.5	10.4	294	54	6	61	137	21	110	73
"Cucurbita_digitata"	-109.740636	32.875065	"USA"	"future"	20.4	18.6	48.2	787.8	39.7	1.2	38.5	30.4	24.1	30.1	11	272	47	5	55.7	120	20	95	69
"Cucurbita_digitata"	-109.743611	29.243611	"MEX"	"future"	25.7	18.6	52.8	637.3	43.1	7.8	35.3	32.7	24.7	33.1	17.7	468	124	5	102.7	302	20	272	74
"Cucurbita_digitata"	-109.74622	29.19794	"MEX"	"future"	25.6	18.3	52.9	625.4	42.6	8	34.6	32.5	24.5	32.9	17.7	479	126	5	102	308	21	277	76
"Cucurbita_digitata"	-109.827582	32.896176	"USA"	"future"	20.3	18.5	47.9	787.6	39.5	0.8	38.7	30.2	24	30	10.9	267	46	5	54.8	115	19	91	69
"Cucurbita_digitata"	-109.827582	32.896176	"USA"	"future"	20.3	18.5	47.9	787.6	39.5	0.8	38.7	30.2	24	30	10.9	267	46	5	54.8	115	19	91	69
"Cucurbita_digitata"	-109.827582	32.896176	"USA"	"future"	20.3	18.5	47.9	787.6	39.5	0.8	38.7	30.2	24	30	10.9	267	46	5	54.8	115	19	91	69
"Cucurbita_digitata"	-109.827582	32.896176	"USA"	"future"	20.3	18.5	47.9	787.6	39.5	0.8	38.7	30.2	24	30	10.9	267	46	5	54.8	115	19	91	69
"Cucurbita_digitata"	-109.907574	31.441488	"USA"	"future"	18.3	15.4	48.1	657.3	34.7	2.6	32.1	26.1	21.4	26.5	10.4	463	101	6	76.8	248	33	212	96
"Cucurbita_digitata"	-109.907574	31.441488	"USA"	"future"	18.3	15.4	48.1	657.3	34.7	2.6	32.1	26.1	21.4	26.5	10.4	463	101	6	76.8	248	33	212	96
"Cucurbita_digitata"	-109.907574	31.441488	"USA"	"future"	18.3	15.4	48.1	657.3	34.7	2.6	32.1	26.1	21.4	26.5	10.4	463	101	6	76.8	248	33	212	96
"Cucurbita_digitata"	-109.907574	31.441488	"USA"	"future"	18.3	15.4	48.1	657.3	34.7	2.6	32.1	26.1	21.4	26.5	10.4	463	101	6	76.8	248	33	212	96
"Cucurbita_digitata"	-109.93988	32.09121	"USA"	"future"	19.1	18.5	50.2	728.3	37.4	0.5	36.9	28.1	22.4	28.1	10.4	332	73	6	78.2	181	22	151	68
"Cucurbita_digitata"	-110.026006	28.539941	"MEX"	"future"	24.4	18.3	57.3	515.9	40.1	8.2	31.9	30.3	23.2	30.6	18	586	163	3	113.7	410	19	349	86
"Cucurbita_digitata"	-110.070841	31.719573	"USA"	"future"	19.7	16.5	48	703.4	37.2	2.8	34.4	28.1	23	28.4	11.2	346	79	5	81.7	195	24	166	66
"Cucurbita_digitata"	-110.077182	32.060181	"USA"	"future"	18.6	16.8	48.9	700.6	36	1.6	34.4	27.3	21.7	27.3	10.3	387	82	6	75.6	207	26	172	82
"Cucurbita_digitata"	-110.077337	32.058423	"USA"	"future"	18.6	16.8	48.9	700.6	36	1.6	34.4	27.3	21.7	27.3	10.3	387	82	6	75.6	207	26	172	82
"Cucurbita_digitata"	-110.077527	32.058608	"USA"	"future"	18.6	16.8	48.9	700.6	36	1.6	34.4	27.3	21.7	27.3	10.3	387	82	6	75.6	207	26	172	82
"Cucurbita_digitata"	-110.077585	32.058777	"USA"	"future"	18.6	16.8	48.9	700.6	36	1.6	34.4	27.3	21.7	27.3	10.3	387	82	6	75.6	207	26	172	82
"Cucurbita_digitata"	-110.077647	32.058691	"USA"	"future"	18.6	16.8	48.9	700.6	36	1.6	34.4	27.3	21.7	27.3	10.3	387	82	6	75.6	207	26	172	82
"Cucurbita_digitata"	-110.077689	32.058646	"USA"	"future"	18.6	16.8	48.9	700.6	36	1.6	34.4	27.3	21.7	27.3	10.3	387	82	6	75.6	207	26	172	82
"Cucurbita_digitata"	-110.07907	32.057918	"USA"	"future"	18.6	16.8	48.9	700.6	36	1.6	34.4	27.3	21.7	27.3	10.3	387	82	6	75.6	207	26	172	82
"Cucurbita_digitata"	-110.101944	30.603056	"MEX"	"future"	19.9	18	53.4	614.2	37.2	3.5	33.7	27.1	18.8	27.5	12.5	533	132	4	91.5	314	34	279	101
"Cucurbita_digitata"	-110.175	30.025	"MEX"	"future"	23.5	18.4	53.1	626.5	40.9	6.3	34.6	30.6	22.5	31.1	15.8	461	133	4	104.9	298	22	265	73
"Cucurbita_digitata"	-110.196667	31.014167	"MEX"	"future"	19.2	18.5	52.1	663.1	37.1	1.5	35.6	27.1	22.1	27.4	11.1	496	116	6	82.8	277	36	241	101
"Cucurbita_digitata"	-110.2	30	"MEX"	"future"	23.7	18.5	52.9	633.2	41.1	6.2	34.9	30.9	22.7	31.3	15.9	456	133	4	106.2	297	22	265	71
"Cucurbita_digitata"	-110.21556	30.00778	"MEX"	"future"	23.7	18.5	53	631.9	41.3	6.3	35	30.9	22.8	31.3	16	449	130	4	105.3	291	22	259	71
"Cucurbita_digitata"	-110.216667	30.016667	"MEX"	"future"	23.7	18.5	53	631.9	41.3	6.3	35	30.9	22.8	31.3	16	449	130	4	105.3	291	22	259	71
"Cucurbita_digitata"	-110.217778	29.865	"MEX"	"future"	23.8	18.8	53	644	41.4	5.9	35.5	31.2	22.7	31.6	16	470	133	3	106.5	311	21	269	72
"Cucurbita_digitata"	-110.225816	31.348637	"USA"	"future"	19	16.2	48.9	661.2	35.9	2.7	33.2	26.7	22.1	27.1	11	480	105	6	77	257	32	217	104
"Cucurbita_digitata"	-110.23419	31.89392	"USA"	"future"	19.9	18.9	51.2	713.1	38.1	1.2	36.9	28.8	23	28.7	11.4	329	79	4	91.5	199	21	168	56
"Cucurbita_digitata"	-110.26738	31.471483	"USA"	"future"	19.7	16.1	47.9	683.7	36.7	3.1	33.6	27.8	23	28.2	11.5	406	92	5	83.1	230	27	195	80
"Cucurbita_digitata"	-110.416667	29.55	"MEX"	"future"	24.3	20	55.5	628	42	6	36	32.1	22.8	32	16.8	471	126	2	109.5	325	16	265	71
"Cucurbita_digitata"	-110.45	32.07666	"USA"	"future"	19.7	16.2	48.2	692.9	36.8	3.2	33.6	28.3	22.5	28.2	11.4	389	84	5	79	213	24	177	81
"Cucurbita_digitata"	-110.46497	31.96767	"USA"	"future"	20.2	17.2	49.3	706.7	37.8	2.9	34.9	28.9	23.1	28.9	11.7	384	84	5	81.2	214	24	179	76
"Cucurbita_digitata"	-110.4798	32.15091	"USA"	"future"	18.8	15.3	46.6	694.4	35.6	2.8	32.8	27.4	21.6	27.3	10.5	423	85	6	72.1	218	27	179	93
"Cucurbita_digitata"	-110.540201	33.733895	"USA"	"future"	15.4	15.9	45.9	729.6	34	-0.6	34.6	25.1	18	24.5	7	538	87	12	48.3	209	44	169	147
"Cucurbita_digitata"	-110.585278	31.262778	"MEX"	"future"	19	17.5	51.4	653	36.2	2.1	34.1	26.9	21.7	27	11.1	509	117	6	81	281	35	241	109
"Cucurbita_digitata"	-110.591117	30.806917	"MEX"	"future"	19.6	17.9	53	625.8	36.9	3.2	33.7	27.2	22	27.4	12	523	127	5	89.9	305	33	267	107
"Cucurbita_digitata"	-110.592309	32.388407	"USA"	"future"	19.9	15.4	46.7	708.9	36.9	3.8	33.1	28.6	22.8	28.6	11.5	445	78	8	59.1	200	29	160	114
"Cucurbita_digitata"	-110.65567	31.677927	"USA"	"future"	18.8	17.3	50.6	671.9	35.9	1.7	34.2	26.8	21.4	27	10.7	487	104	6	78.1	266	31	219	99
"Cucurbita_digitata"	-110.6625	30.855278	"MEX"	"future"	20.8	18.9	53.8	638.5	38.6	3.5	35.1	28.7	19.5	28.8	13.2	455	115	4	95	276	27	241	89
"Cucurbita_digitata"	-110.69144	31.99281	"USA"	"future"	21.2	16.8	48.6	717.5	38.8	4.1	34.7	30.1	24.1	30	12.6	387	80	5	76	207	23	170	82
"Cucurbita_digitata"	-110.725	30.870833	"MEX"	"future"	20.2	17.8	53.9	617.6	37.1	4	33.1	28	22.4	27.9	12.9	498	121	5	90.1	291	31	254	102
"Cucurbita_digitata"	-110.737205	31.487092	"USA"	"future"	18.3	15.7	49.5	639.9	34.4	2.6	31.8	26.1	20.6	26.1	10.6	515	113	6	79.6	283	31	235	108
"Cucurbita_digitata"	-110.73991	32.28579	"USA"	"future"	22.5	15.8	46.7	731.7	39.5	5.6	33.9	31.7	25.5	31.5	13.8	329	60	6	62.4	155	21	124	79
"Cucurbita_digitata"	-110.74407	32.28527	"USA"	"future"	22.5	15.8	46.7	731.7	39.5	5.6	33.9	31.7	25.5	31.5	13.8	329	60	6	62.4	155	21	124	79
"Cucurbita_digitata"	-110.75372	33.376167	"USA"	"future"	19.9	15.3	43.1	788.2	38.3	2.9	35.4	30	23	29.7	10.6	472	69	8	47.6	168	32	131	146
"Cucurbita_digitata"	-110.75372	33.376167	"USA"	"future"	19.9	15.3	43.1	788.2	38.3	2.9	35.4	30	23	29.7	10.6	472	69	8	47.6	168	32	131	146
"Cucurbita_digitata"	-110.75372	33.376167	"USA"	"future"	19.9	15.3	43.1	788.2	38.3	2.9	35.4	30	23	29.7	10.6	472	69	8	47.6	168	32	131	146
"Cucurbita_digitata"	-110.79334	32.29108	"USA"	"future"	23	15.4	45.3	751.3	40	6.1	33.9	32.4	26.1	32.3	14.1	311	57	5	61.3	144	19	115	77
"Cucurbita_digitata"	-110.802397	32.299008	"USA"	"future"	22.5	14.7	45.2	723.6	38.9	6.3	32.6	31.4	25.3	31.3	13.9	350	62	6	59.7	160	22	126	87
"Cucurbita_digitata"	-110.809722	30.325	"MEX"	"future"	20.3	17.6	54.5	595.2	36.8	4.5	32.3	27.8	18.6	27.6	13.2	549	135	3	94.4	332	31	286	107
"Cucurbita_digitata"	-110.85186	32.60843	"USA"	"future"	20.6	15.2	45.1	745.5	37.9	4.2	33.7	29.8	23.7	29.7	11.7	479	74	7	51.4	191	31	148	135
"Cucurbita_digitata"	-110.858333	30.958333	"MEX"	"future"	21	18.6	53.7	637.4	38.6	3.9	34.7	29	23.4	28.9	13.4	442	109	4	92.2	264	25	227	89
"Cucurbita_digitata"	-110.858333	30.891667	"MEX"	"future"	21.5	19	53.8	643.4	39.3	4.1	35.2	29.6	23.9	29.4	13.7	430	106	4	93.1	259	25	223	85
"Cucurbita_digitata"	-110.858333	30.891667	"MEX"	"future"	21.5	19	53.8	643.4	39.3	4.1	35.2	29.6	23.9	29.4	13.7	430	106	4	93.1	259	25	223	85
"Cucurbita_digitata"	-110.858333	30.891667	"MEX"	"future"	21.5	19	53.8	643.4	39.3	4.1	35.2	29.6	23.9	29.4	13.7	430	106	4	93.1	259	25	223	85
"Cucurbita_digitata"	-110.860278	30.911944	"MEX"	"future"	21.5	19	53.8	643.4	39.3	4.1	35.2	29.6	23.9	29.4	13.7	430	106	4	93.1	259	25	223	85
"Cucurbita_digitata"	-110.860278	30.911944	"MEX"	"future"	21.5	19	53.8	643.4	39.3	4.1	35.2	29.6	23.9	29.4	13.7	430	106	4	93.1	259	25	223	85
"Cucurbita_digitata"	-110.8678834	30.9554519	"MEX"	"future"	21	18.6	53.7	637.4	38.6	3.9	34.7	29	23.4	28.9	13.4	442	109	4	92.2	264	25	227	89
"Cucurbita_digitata"	-110.886838	29.588383	"MEX"	"future"	24.4	19.9	56	633.5	41.8	6.2	35.6	32.6	22.7	32.2	16.9	363	99	2	108.5	248	13	201	61
"Cucurbita_digitata"	-110.891389	29.562222	"MEX"	"future"	24.4	19.9	55.7	634.2	41.9	6.2	35.7	32.6	22.7	32.2	16.9	361	98	2	108	246	13	199	61
"Cucurbita_digitata"	-110.891667	31.058333	"MEX"	"future"	20.4	18.2	53	637.9	37.8	3.5	34.3	28.4	22.7	28.3	12.7	452	109	5	88.8	264	27	226	92
"Cucurbita_digitata"	-110.908333	30.675	"MEX"	"future"	22.3	19.2	54	657.2	40.2	4.6	35.6	30.6	24.7	30.4	14.4	416	105	3	97.4	258	22	222	80
"Cucurbita_digitata"	-110.911843	32.428944	"USA"	"future"	21.4	14.2	43.6	737.7	37.9	5.3	32.6	30.3	24.4	30.3	12.5	379	64	7	55.6	164	25	129	100
"Cucurbita_digitata"	-110.911843	32.428944	"USA"	"future"	21.4	14.2	43.6	737.7	37.9	5.3	32.6	30.3	24.4	30.3	12.5	379	64	7	55.6	164	25	129	100
"Cucurbita_digitata"	-110.9229	32.56842	"USA"	"future"	21.5	15.5	45.5	751.7	38.8	4.8	34	30.8	24.6	30.7	12.6	418	67	7	52.9	172	27	134	116
"Cucurbita_digitata"	-110.93063	30.69474	"MEX"	"future"	22.4	18.9	53.5	656.9	40.2	4.8	35.4	30.7	24.8	30.5	14.5	396	100	3	98.1	248	22	213	74
"Cucurbita_digitata"	-110.945956	31.314044	"MEX"	"future"	19.7	17.9	52.6	655.1	36.8	2.7	34.1	28	22	27.7	11.8	472	111	5	83.6	266	27	222	97
"Cucurbita_digitata"	-110.951202	31.999525	"USA"	"future"	22.3	17.2	48.2	733.8	40.1	4.4	35.7	31.4	25.5	31.4	13.6	328	64	5	69.8	167	20	134	70
"Cucurbita_digitata"	-110.951202	31.999525	"USA"	"future"	22.3	17.2	48.2	733.8	40.1	4.4	35.7	31.4	25.5	31.4	13.6	328	64	5	69.8	167	20	134	70
